block_id,timestamp,temp,rainfall,humidity,wind,lat,lon
BLK_KNR_IRI,2024-07-12 00:00:00,24.1,0.0,100.0,1.5,11.982,75.667
BLK_KNR_IRI,2024-07-12 06:00:00,28.5,0.1,78.0,8.3,11.982,75.667
BLK_KNR_IRI,2024-07-12 12:00:00,24.7,3.2,100.0,5.5,11.982,75.667
BLK_KNR_IRI,2024-07-12 18:00:00,23.8,0.8,100.0,1.6,11.982,75.667
BLK_KSD_KAN,2024-07-10 00:00:00,24.2,1.1,96.0,6.9,12.308,75.093
BLK_KSD_KAN,2024-07-10 06:00:00,27.7,0.1,81.0,10.4,12.308,75.093
BLK_KSD_KAN,2024-07-10 12:00:00,26.1,0.6,87.0,8.9,12.308,75.093
BLK_KSD_KAN,2024-07-10 18:00:00,24.7,0.1,96.0,4.5,12.308,75.093
BLK_KSD_KAN,2024-07-11 00:00:00,23.9,0.0,96.0,5.1,12.308,75.093
BLK_KSD_KAN,2024-07-11 06:00:00,27.8,0.0,79.0,9.4,12.308,75.093
BLK_KSD_KAN,2024-07-11 12:00:00,27.0,0.8,82.0,16.6,12.308,75.093
BLK_KSD_KAN,2024-07-11 18:00:00,25.2,0.4,94.0,4.8,12.308,75.093
BLK_KSD_KAN,2024-07-12 00:00:00,24.5,0.2,95.0,0.8,12.308,75.093
BLK_KSD_KAN,2024-07-12 06:00:00,26.3,1.8,85.0,13.6,12.308,75.093
BLK_KSD_KAN,2024-07-12 12:00:00,26.3,0.5,85.0,11.9,12.308,75.093
BLK_KSD_KAN,2024-07-12 18:00:00,24.7,0.6,93.0,8.3,12.308,75.093
BLK_KSD_KAS,2024-07-10 00:00:00,23.5,2.2,97.0,9.7,12.51,74.985
BLK_KSD_KAS,2024-07-10 06:00:00,27.2,0.2,83.0,11.6,12.51,74.985
BLK_KSD_KAS,2024-07-10 12:00:00,26.0,0.3,89.0,11.1,12.51,74.985
BLK_KSD_KAS,2024-07-10 18:00:00,24.7,0.1,96.0,2.5,12.51,74.985
BLK_KSD_KAS,2024-07-11 00:00:00,23.9,0.3,96.0,4.2,12.51,74.985
BLK_KSD_KAS,2024-07-11 06:00:00,27.9,0.0,80.0,10.9,12.51,74.985
BLK_KSD_KAS,2024-07-11 12:00:00,26.6,2.0,84.0,17.4,12.51,74.985
BLK_KSD_KAS,2024-07-11 18:00:00,25.2,0.4,95.0,7.3,12.51,74.985
BLK_KSD_KAS,2024-07-12 00:00:00,24.3,0.1,96.0,4.6,12.51,74.985
BLK_KSD_KAS,2024-07-12 06:00:00,26.4,0.5,87.0,10.9,12.51,74.985
BLK_KSD_KAS,2024-07-12 12:00:00,25.6,0.3,91.0,9.9,12.51,74.985
BLK_KSD_KAS,2024-07-12 18:00:00,24.8,1.1,95.0,11.4,12.51,74.985
